sweep_setting,reference,method,metric,n,interval_available,mean_method_minus_reference,ci_low,ci_high,method_win_rate,reference_win_rate,tie_rate
window=4.0,adaptive_ridge,oracle_best_member,rmse,30,true,0.15607505179554956,0.13103700577028077,0.18111309782081836,0.0,1.0,0.0
window=4.0,adaptive_ridge,validation_best_member,rmse,30,true,0.18280907363438653,0.14676884172833773,0.21884930554043533,0.0,1.0,0.0
window=5.0,adaptive_ridge,static_ridge,rmse,30,true,-0.0035314211663729405,-0.0066645027123673605,-0.00039833962037852,0.8333333333333334,0.16666666666666666,0.0
window=5.0,adaptive_ridge,rls,rmse,30,true,-0.015222702355904965,-0.016996516954728907,-0.013448887757081023,1.0,0.0,0.0
window=5.0,adaptive_ridge,hedge,rmse,30,true,0.04392221518208734,0.027977114511573538,0.05986731585260114,0.06666666666666667,0.9333333333333333,0.0
window=5.0,adaptive_ridge,exp3,rmse,30,true,0.2860826190239114,0.2614980250313567,0.3106672130164661,0.0,1.0,0.0
window=5.0,adaptive_ridge,fixed_share,rmse,30,true,0.024827158951088897,0.014727191346481433,0.03492712655569636,0.06666666666666667,0.9333333333333333,0.0
window=5.0,adaptive_ridge,passive_aggressive,rmse,30,true,-0.012567325131507818,-0.015088115249574898,-0.010046535013440737,1.0,0.0,0.0
window=5.0,adaptive_ridge,ensemble_mean,rmse,30,true,0.07220203706732173,0.04849587842856439,0.09590819570607906,0.03333333333333333,0.9666666666666667,0.0
window=5.0,adaptive_ridge,oracle_best_member,rmse,30,true,0.15405416923967552,0.12888375574537497,0.17922458273397607,0.0,1.0,0.0
window=5.0,adaptive_ridge,validation_best_member,rmse,30,true,0.18078819107851246,0.14465610598746995,0.21692027616955498,0.0,1.0,0.0
